Villages	Year	Avg_Temp_C	Avg_Humidity_Percent	Soil_Type	Soil_pH	Crop_Name	Crop_Season	Soil_N_kg_ha	Soil_P_kg_ha	Soil_K_kg_ha	Rainfall_mm	Yield_kg_ha	Fertilizer_Type	Fertilizer_Quantity_kg_ha	Farm_Area_ha
Akkadse	2024	34.1	39.3	Medium Black Soil	7.999730855	Summer Maize	Summer	143.2	19.3	395.1	0	3640	DAP	224	2.39
Akkadse	2024	28.1	70.9	Medium Black Soil	7.805551712	Cotton	Kafik	143.2	19.3	395.1	535.9	2233	DAP	169	2.39
Akkadse	2024	18	53.3	Medium Black Soil	7.66454981	Wheat	Rabi	143.2	19.3	395.1	0	3022	DAP	224	2.39
Arthe	2024	34.6	38.7	Deep Black Soil	7.097109135	Onion	Summer	130.4	10.9	434.2	0	21355	UREA + 19:19:19	258	3.06
Arthe	2024	30	78	Deep Black Soil	7.492010374	Soybean	Kafik	130.4	10.9	434.2	530.3	1454	DAP	353	3.06
Arthe	2024	18.9	52.8	Deep Black Soil	7.619707025	Wheat	Rabi	130.4	10.9	434.2	0	3823	DAP	270	3.06
Mahalpur	2024	33.2	36.4	Medium Black Soil	8.015123403	Onion	Summer	192	10.9	498.5	0	29117	UREA + 19:19:19	215	4.13
Mahalpur	2024	28.3	79.4	Medium Black Soil	7.924241707	Cotton	Kafik	192	10.9	498.5	555.2	1933	DAP	215	4.13
Mahalpur	2024	19	49.1	Medium Black Soil	7.533560979	Gram (Chickpea)	Rabi	192	10.9	498.5	0	1156	DAP	160	4.13
Pashte	2024	33.5	37.7	Medium Black Soil	8.274791022	Summer Maize	Summer	111.6	20.4	495.1	0	3216	DAP	236	2.59
Pashte	2024	28.9	75.7	Medium Black Soil	8.138971353	Cotton	Kafik	111.6	20.4	495.1	547.9	1855	DAP	163	2.59
Pashte	2024	18	51.2	Medium Black Soil	7.734257629	Gram (Chickpea)	Rabi	111.6	20.4	495.1	0	1320	12:32:16	108	2.59
Patan	2024	34.2	36.2	Medium Black Soil	8.283976263	Onion	Summer	147.8	12.1	236.4	0	26165	UREA + 19:19:19	213	3.49
Patan	2024	29.9	76.8	Medium Black Soil	7.981505272	Tur (Red Gram)	Kafik	147.8	12.1	236.4	535.4	1640	DAP	208	3.49
Patan	2024	18.7	49.4	Medium Black Soil	7.965938127	Gram (Chickpea)	Rabi	147.8	12.1	236.4	0	1151	DAP	153	3.49
Kamkhede	2024	34.4	30.6	Medium Black Soil	8.098458544	Summer Maize	Summer	160.7	11.5	407.6	0	2606	DAP	267	4.45
Kamkhede	2024	29.3	76.7	Medium Black Soil	8.14941583	Cotton	Kafik	160.7	11.5	407.6	568.3	2475	DAP	212	4.45
Kamkhede	2024	18.4	46.3	Medium Black Soil	8.025182886	Gram (Chickpea)	Rabi	160.7	11.5	407.6	0	1229	DAP	157	4.45
Ghatale	2024	33.6	33.6	Light Black Soil	7.302476597	Onion	Summer	112.5	17.6	499	0	20717	UREA + 19:19:19	261	4.8
Ghatale	2024	29.1	74.4	Light Black Soil	7.470614005	Groundnut	Kafik	112.5	17.6	499	551.2	1352	DAP	178	4.8
Ghatale	2024	20	46	Light Black Soil	7.942466912	Safflower	Rabi	112.5	17.6	499	0	979	12:32:16	68	4.8
Newade	2024	33.4	31.6	Medium Black Soil	7.679692489	Onion	Summer	262.8	19.2	291.9	0	23961	UREA + 19:19:19	169	1.59
Newade	2024	29.3	72.5	Medium Black Soil	7.797733619	Soybean	Kafik	262.8	19.2	291.9	539.7	2042	DAP	307	1.59
Newade	2024	18.9	47.4	Medium Black Soil	7.845661506	Rabi Jowar	Rabi	262.8	19.2	291.9	0	2622	DAP	114	1.59
Padhawad	2024	33.3	31.1	Medium Black Soil	7.851523992	Summer Maize	Summer	224.8	17.9	327.8	0	3129	DAP	232	4.71
Padhawad	2024	29.3	71.4	Medium Black Soil	7.990351666	Cotton	Kafik	224.8	17.9	327.8	550	2169	DAP	177	4.71
Padhawad	2024	18.4	48.7	Medium Black Soil	8.25446067	Rabi Jowar	Rabi	224.8	17.9	327.8	0	2810	DAP	122	4.71
Sahur	2024	34.6	31	Medium Black Soil	7.692554169	Onion	Summer	126.1	23.3	334.9	0	28470	UREA + 19:19:19	199	2.97
Sahur	2024	29.7	71	Medium Black Soil	7.597201101	Tur (Red Gram)	Kafik	126.1	23.3	334.9	557.2	1734	DAP	147	2.97
Sahur	2024	20	49.7	Medium Black Soil	7.657976392	Rabi Jowar	Rabi	126.1	23.3	334.9	0	2251	12:32:16	92	2.97
Parsamal	2024	35	36	Medium Black Soil	8.20953992	Onion	Summer	138.9	15.5	324.2	0	27669	UREA + 19:19:19	214	2.03
Parsamal	2024	29.5	70.4	Medium Black Soil	8.01664865	Cotton	Kafik	138.9	15.5	324.2	533	1962	DAP	190	2.03
Parsamal	2024	18.6	46.2	Medium Black Soil	7.728725431	Wheat	Rabi	138.9	15.5	324.2	0	4204	DAP	245	2.03
Bhilane D	2024	33.6	31.2	Medium Black Soil	8.152757551	Onion	Summer	265.5	21	430.8	0	24839	UREA + 19:19:19	160	2.84
Bhilane D	2024	28.6	74.1	Medium Black Soil	8.189095997	Cotton	Kafik	265.5	21	430.8	541	2467	DAP	160	2.84
Bhilane D	2024	18.1	51.9	Medium Black Soil	8.177211471	Rabi Jowar	Rabi	265.5	21	430.8	0	3085	12:32:16	104	2.84
Malapur (Anerdam)	2024	34.1	32.7	Deep Black Soil	7.735141227	Sugarcane	Summer	102.2	16.2	344.4	0	89944	UREA + MOP + 10:26:26	924	4.92
Malapur (Anerdam)	2024	29	70.9	Deep Black Soil	7.201792816	Soybean	Kafik	102.2	16.2	344.4	562.3	1831	DAP	323	4.92
Malapur (Anerdam)	2024	19.2	54.3	Deep Black Soil	7.604033543	Gram (Chickpea)	Rabi	102.2	16.2	344.4	0	1715	DAP	131	4.92
Chaugaon Bk	2024	33.6	36.7	Medium Black Soil	7.868431598	Summer Maize	Summer	103.8	13.9	428.1	0	3658	DAP	289	2.97
Chaugaon Bk	2024	28.3	77.2	Medium Black Soil	8.173598842	Cotton	Kafik	103.8	13.9	428.1	548.4	1613	DAP	199	2.97
Chaugaon Bk	2024	18.6	46.8	Medium Black Soil	8.082792542	Gram (Chickpea)	Rabi	103.8	13.9	428.1	0	1532	DAP	144	2.97
Ghusre	2024	34.2	30.2	Medium Black Soil	8.121157957	Onion	Summer	127.4	18	264.6	0	23518	UREA + 19:19:19	226	2.32
Ghusre	2024	29.7	70	Medium Black Soil	8.02492947	Cotton	Kafik	127.4	18	264.6	551.9	1527	DAP	176	2.32
Ghusre	2024	19.4	47.7	Medium Black Soil	7.641943016	Gram (Chickpea)	Rabi	127.4	18	264.6	0	1338	DAP	121	2.32
Dalwade P S	2024	34.5	39.6	Medium Black Soil	7.936021535	Summer Maize	Summer	102.4	13.6	492.8	0	2860	DAP	294	3.53
Dalwade P S	2024	28.5	75.8	Medium Black Soil	8.287735792	Cotton	Kafik	102.4	13.6	492.8	547.3	2306	DAP	200	3.53
Dalwade P S	2024	19.2	50.7	Medium Black Soil	8.249910453	Gram (Chickpea)	Rabi	102.4	13.6	492.8	0	1296	DAP	145	3.53
Zhotwade	2024	33.4	39.5	Medium Black Soil	7.534538989	Summer Maize	Summer	260.3	24.4	346.4	0	3619	DAP	196	1.96
Zhotwade	2024	28.9	78.5	Medium Black Soil	7.631851853	Soybean	Kafik	260.3	24.4	346.4	531.8	1400	DAP	278	1.96
Zhotwade	2024	19.4	48	Medium Black Soil	7.605383019	Rabi Jowar	Rabi	260.3	24.4	346.4	0	2585	12:32:16	86	1.96
Gavhane	2024	34.6	34	Medium Black Soil	8.080783928	Summer Maize	Summer	121.9	18.2	336.3	0	2869	DAP	230	1.3
Gavhane	2024	29.8	75.8	Medium Black Soil	8.154228264	Soybean	Kafik	121.9	18.2	336.3	536.6	1587	DAP	312	1.3
Gavhane	2024	19.8	51.9	Medium Black Soil	7.670809093	Wheat	Rabi	121.9	18.2	336.3	0	2878	DAP	230	1.3
Chaugaon Kh	2024	34.5	35	Medium Black Soil	7.904682154	Onion	Summer	268.9	11.5	346.5	0	21996	UREA + 19:19:19	212	1.52
Chaugaon Kh	2024	29.9	76.4	Medium Black Soil	8.172562422	Tur (Red Gram)	Kafik	268.9	11.5	346.5	547.8	1536	DAP	212	1.52
Chaugaon Kh	2024	18.8	51.1	Medium Black Soil	8.086241236	Gram (Chickpea)	Rabi	268.9	11.5	346.5	0	1266	DAP	157	1.52
Amarale	2024	33	33	Medium Black Soil	7.933789764	Summer Maize	Summer	130	14.9	421.2	0	3094	DAP	248	1.51
Amarale	2024	29.3	72.9	Medium Black Soil	7.972278152	Cotton	Kafik	130	14.9	421.2	538.4	1882	DAP	193	1.51
Amarale	2024	19.2	49.3	Medium Black Soil	7.906688438	Gram (Chickpea)	Rabi	130	14.9	421.2	0	1641	DAP	138	1.51
Amalathe	2024	33.3	33	Medium Black Soil	7.738038761	Onion	Summer	195.2	15.6	318.3	0	28891	UREA + 19:19:19	189	1.61
Amalathe	2024	29.1	75.9	Medium Black Soil	7.952017594	Soybean	Kafik	195.2	15.6	318.3	532	1794	DAP	327	1.61
Amalathe	2024	19.1	51.5	Medium Black Soil	8.051108242	Gram (Chickpea)	Rabi	195.2	15.6	318.3	0	1291	DAP	134	1.61
Achhi	2024	34.3	34.3	Medium Black Soil	8.198658333	Onion	Summer	191.9	21.8	467.6	0	21225	UREA + 19:19:19	155	1.56
Achhi	2024	29.8	73.7	Medium Black Soil	8.009033083	Cotton	Kafik	191.9	21.8	467.6	563.7	2435	DAP	155	1.56
Achhi	2024	18.9	53.9	Medium Black Soil	8.10889723	Gram (Chickpea)	Rabi	191.9	21.8	467.6	0	1119	12:32:16	100	1.56
Chimthawal	2024	34.6	37	Medium Black Soil	7.628057308	Onion	Summer	291.1	21.8	294.6	0	23057	UREA + 19:19:19	155	3.56
Chimthawal	2024	28.2	79.2	Medium Black Soil	7.86924598	Soybean	Kafik	291.1	21.8	294.6	569.2	1638	DAP	293	3.56
Chimthawal	2024	19.4	55	Medium Black Soil	7.507465296	Wheat	Rabi	291.1	21.8	294.6	0	3241	DAP	210	3.56
Nardane	2024	33.3	38.7	Medium Black Soil	7.697343092	Onion	Summer	237.6	16.6	276.4	0	21777	UREA + 19:19:19	184	1.73
Nardane	2024	28.3	76.2	Medium Black Soil	8.081169372	Tur (Red Gram)	Kafik	237.6	16.6	276.4	561.7	1681	DAP	184	1.73
Nardane	2024	18.2	53.5	Medium Black Soil	8.293447961	Gram (Chickpea)	Rabi	237.6	16.6	276.4	0	1158	DAP	129	1.73
Amode Kh	2024	34.6	35.7	Light Black Soil	7.27934248	Summer Maize	Summer	268.2	10.6	470.5	0	3373	DAP	272	2.38
Amode Kh	2024	28.8	70.7	Light Black Soil	7.521195453	Bajra (Millet)	Kafik	268.2	10.6	470.5	564.2	2079	DAP	217	2.38
Amode Kh	2024	19.4	49.5	Light Black Soil	7.840056775	Gram (Chickpea)	Rabi	268.2	10.6	470.5	0	1125	DAP	162	2.38
Warsa	2024	34.4	38.7	Light Black Soil	7.363228508	Onion	Summer	192.3	19.6	397.8	0	28931	UREA + 19:19:19	167	4.59
Warsa	2024	30	78.6	Light Black Soil	7.644067959	Bajra (Millet)	Kafik	192.3	19.6	397.8	539.7	2153	DAP	167	4.59
Warsa	2024	18	48.6	Light Black Soil	7.786457037	Gram (Chickpea)	Rabi	192.3	19.6	397.8	0	1606	DAP	112	4.59
Dhavali Vihir (Pr. Bhamer)	2024	34.5	31.7	Light Black Soil	7.69278836	Summer Maize	Summer	279	19.6	384.2	0	3257	DAP	222	2.9
Dhavali Vihir (Pr. Bhamer)	2024	29	70.5	Light Black Soil	7.350419788	Maize	Kafik	279	19.6	384.2	568.4	2460	DAP	222	2.9
Dhavali Vihir (Pr. Bhamer)	2024	18.4	45.2	Light Black Soil	7.484307655	Gram (Chickpea)	Rabi	279	19.6	384.2	0	1691	DAP	112	2.9
Dabli	2024	34.6	32.2	Medium Black Soil	8.127033428	Onion	Summer	113.3	17.8	245.1	0	22571	UREA + 19:19:19	258	3.67
Dabli	2024	28.7	79.3	Medium Black Soil	7.943381211	Soybean	Kafik	113.3	17.8	245.1	537.9	2088	DAP	315	3.67
Dabli	2024	19.4	45.3	Medium Black Soil	7.504183691	Wheat	Rabi	113.3	17.8	245.1	0	3023	DAP	247	3.67
Tembhe	2024	33.3	36.2	Light Black Soil	7.808792608	Summer Maize	Summer	247.5	17.7	404.1	0	3653	DAP	233	1.69
Tembhe	2024	29.2	72.4	Light Black Soil	7.228249084	Bajra (Millet)	Kafik	247.5	17.7	404.1	568.1	1955	DAP	178	1.69
Tembhe	2024	19.9	51.1	Light Black Soil	7.796587026	Gram (Chickpea)	Rabi	247.5	17.7	404.1	0	1408	DAP	123	1.69
Savalde	2024	34.1	35.9	Light Black Soil	7.361984448	Summer Maize	Summer	108.3	11.3	414.9	0	3545	DAP	294	1.77
Savalde	2024	29.5	73.1	Light Black Soil	7.966458784	Bajra (Millet)	Kafik	108.3	11.3	414.9	569.8	2987	DAP	213	1.77
Savalde	2024	18.8	47.1	Light Black Soil	7.494352601	Gram (Chickpea)	Rabi	108.3	11.3	414.9	0	1662	DAP	158	1.77
Tavakheda PB	2024	33.4	39.4	Medium Black Soil	7.761545293	Onion	Summer	114.4	11.1	203.6	0	28068	UREA + 19:19:19	292	1.16
Tavakheda PB	2024	29.5	74.9	Medium Black Soil	7.61911044	Soybean	Kafik	114.4	11.1	203.6	558.5	2111	DAP	351	1.16
Tavakheda PB	2024	18.5	47.5	Medium Black Soil	7.744483372	Gram (Chickpea)	Rabi	114.4	11.1	203.6	0	1208	DAP	159	1.16
Betawad	2024	33.1	34.3	Medium Black Soil	8.201320609	Onion	Summer	291.3	21.1	306	0	22928	UREA + 19:19:19	159	1.68
Betawad	2024	28.6	77	Medium Black Soil	8.29706747	Tur (Red Gram)	Kafik	291.3	21.1	306	569.2	1365	DAP	159	1.68
Betawad	2024	18.8	46.8	Medium Black Soil	7.794647624	Gram (Chickpea)	Rabi	291.3	21.1	306	0	1321	12:32:16	104	1.68
Arave	2024	33	30.7	Medium Black Soil	7.858888505	Onion	Summer	159.3	15.2	432.4	0	23976	UREA + 19:19:19	191	2.11
Arave	2024	29.4	74.5	Medium Black Soil	8.077656751	Tur (Red Gram)	Kafik	159.3	15.2	432.4	552.8	1529	DAP	191	2.11
Arave	2024	19.1	54	Medium Black Soil	8.208956624	Gram (Chickpea)	Rabi	159.3	15.2	432.4	0	1182	DAP	136	2.11
Takarkheda	2024	35	32.2	Medium Black Soil	7.974435467	Onion	Summer	232.3	12.8	252.2	0	26836	UREA + 19:19:19	205	1.71
Takarkheda	2024	29.3	72.6	Medium Black Soil	7.813220559	Cotton	Kafik	232.3	12.8	252.2	540.4	1681	DAP	205	1.71
Takarkheda	2024	18	52.6	Medium Black Soil	7.830097473	Rabi Jowar	Rabi	232.3	12.8	252.2	0	2588	DAP	150	1.71
Chawalde	2024	33.6	33.8	Medium Black Soil	8.056494517	Summer Maize	Summer	119.7	19.9	429.3	0	3204	DAP	221	1.35
Chawalde	2024	29.2	78.3	Medium Black Soil	7.502574611	Soybean	Kafik	119.7	19.9	429.3	547.5	2037	DAP	303	1.35
Chawalde	2024	19.3	53.7	Medium Black Soil	7.99567147	Gram (Chickpea)	Rabi	119.7	19.9	429.3	0	1553	DAP	111	1.35
Chimthane	2024	33.5	38	Medium Black Soil	7.784394408	Summer Maize	Summer	153	10.3	224.7	0	3386	DAP	273	1.48
Chimthane	2024	28.4	79.5	Medium Black Soil	8.135357865	Soybean	Kafik	153	10.3	224.7	553.7	1525	DAP	356	1.48
Chimthane	2024	19.4	47.2	Medium Black Soil	7.574392512	Rabi Jowar	Rabi	153	10.3	224.7	0	2853	DAP	163	1.48
Dalwade	2024	34.9	37.3	Medium Black Soil	7.970561814	Onion	Summer	293.6	14.4	430.8	0	21039	UREA + 19:19:19	196	2.84
Dalwade	2024	28.5	72.1	Medium Black Soil	7.884778312	Cotton	Kafik	293.6	14.4	430.8	532.9	1882	DAP	196	2.84
Dalwade	2024	19	45.3	Medium Black Soil	8.013860421	Gram (Chickpea)	Rabi	293.6	14.4	430.8	0	1345	DAP	141	2.84
Virdel	2024	33.4	34.2	Medium Black Soil	7.551882876	Summer Maize	Summer	224.9	15.7	261.7	0	2611	DAP	244	1.83
Virdel	2024	28.7	74.6	Medium Black Soil	7.96398703	Cotton	Kafik	224.9	15.7	261.7	554.9	1783	DAP	189	1.83
Virdel	2024	18.6	50.9	Medium Black Soil	7.94918767	Rabi Jowar	Rabi	224.9	15.7	261.7	0	3310	DAP	134	1.83
Gad-utar	2024	34.7	31.2	Light Black Soil	7.648528076	Summer Maize	Summer	124.3	19.2	432.4	0	3781	DAP	224	2.46
Gad-utar	2024	29	71.3	Light Black Soil	7.682790133	Bajra (Millet)	Kafik	124.3	19.2	432.4	569.2	2335	DAP	169	2.46
Gad-utar	2024	19.4	49	Light Black Soil	7.74117435	Safflower	Rabi	124.3	19.2	432.4	0	981	12:32:16	59	2.46
Alane	2024	34.1	31.8	Medium Black Soil	8.1439912	Summer Maize	Summer	228.8	18	212.6	0	2789	DAP	231	3.01
Alane	2024	28.3	74.9	Medium Black Soil	7.715856576	Soybean	Kafik	228.8	18	212.6	537.6	1714	DAP	314	3.01
Alane	2024	18.7	54.4	Medium Black Soil	8.160039528	Rabi Jowar	Rabi	228.8	18	212.6	0	3302	DAP	121	3.01
Vhogade bhu	2024	34.5	37.5	Medium Black Soil	7.898604546	Summer Maize	Summer	293.7	22	287.8	0	2741	DAP	209	3.76
Vhogade bhu	2024	29.8	70.8	Medium Black Soil	7.561646623	Soybean	Kafik	293.7	22	287.8	561.7	2011	DAP	292	3.76
Vhogade bhu	2024	19.1	50.8	Medium Black Soil	7.546840743	Rabi Jowar	Rabi	293.7	22	287.8	0	2362	12:32:16	99	3.76
Junner	2024	34.9	32.9	Light Black Soil	7.467390655	Onion	Summer	296	19	374.7	0	29620	UREA + 19:19:19	170	1.16
Junner	2024	28.5	71	Light Black Soil	7.827917582	Maize	Kafik	296	19	374.7	566.3	2848	DAP	226	1.16
Junner	2024	18	54.3	Light Black Soil	7.766144748	Gram (Chickpea)	Rabi	296	19	374.7	0	1576	DAP	116	1.16
Nagpur (V)	2024	34.3	37.9	Light Black Soil	7.830891972	Onion	Summer	249.6	22.2	396.9	0	23489	UREA + 19:19:19	153	4.2
Nagpur (V)	2024	28.6	75.9	Light Black Soil	7.613815245	Bajra (Millet)	Kafik	249.6	22.2	396.9	567.7	2643	DAP	153	4.2
Nagpur (V)	2024	18.1	49.9	Light Black Soil	7.552159198	Safflower	Rabi	249.6	22.2	396.9	0	1052	12:32:16	43	4.2
Kalmadi	2024	35	38.8	Medium Black Soil	7.617962021	Summer Maize	Summer	125.6	15.1	478.4	0	2747	DAP	247	3.51
Kalmadi	2024	28.7	79.6	Medium Black Soil	7.762554203	Soybean	Kafik	125.6	15.1	478.4	568.4	2150	DAP	329	3.51
Kalmadi	2024	18.5	54.5	Medium Black Soil	7.847215493	Gram (Chickpea)	Rabi	125.6	15.1	478.4	0	1667	DAP	137	3.51
Melane	2024	34.9	38	Medium Black Soil	7.570880344	Summer Maize	Summer	144.9	15.6	329.6	0	3696	DAP	244	1.33
Melane	2024	29.3	78.7	Medium Black Soil	7.676489562	Soybean	Kafik	144.9	15.6	329.6	550.9	1900	DAP	327	1.33
Melane	2024	18.6	53.5	Medium Black Soil	7.978580235	Rabi Jowar	Rabi	144.9	15.6	329.6	0	3145	DAP	134	1.33
Anjanvihire	2024	34.2	30.1	Medium Black Soil	8.088530491	Summer Maize	Summer	187.9	19.2	482.9	0	2648	DAP	224	4.49
Anjanvihire	2024	28.7	71.5	Medium Black Soil	8.298678009	Cotton	Kafik	187.9	19.2	482.9	569.1	1841	DAP	169	4.49
Anjanvihire	2024	20	49.8	Medium Black Soil	8.246490665	Rabi Jowar	Rabi	187.9	19.2	482.9	0	2591	DAP	114	4.49
Chudane	2024	34	36.4	Medium Black Soil	8.01405216	Onion	Summer	148.1	11.8	259.2	0	26302	UREA + 19:19:19	214	4.68
Chudane	2024	28.7	71.4	Medium Black Soil	7.836998443	Soybean	Kafik	148.1	11.8	259.2	560.3	1685	DAP	348	4.68
Chudane	2024	19.6	46.9	Medium Black Soil	8.008941892	Rabi Jowar	Rabi	148.1	11.8	259.2	0	2406	DAP	155	4.68
Wadode	2024	34	32.2	Medium Black Soil	8.128521294	Onion	Summer	277.4	19.7	285.8	0	25926	UREA + 19:19:19	167	1.24
Wadode	2024	28.2	78.6	Medium Black Soil	7.594668953	Tur (Red Gram)	Kafik	277.4	19.7	285.8	536.5	1701	DAP	167	1.24
Wadode	2024	19.9	54.6	Medium Black Soil	7.827923912	Gram (Chickpea)	Rabi	277.4	19.7	285.8	0	1325	DAP	112	1.24
Gorane	2024	34.8	37.7	Medium Black Soil	8.171841829	Onion	Summer	263.2	22.9	454	0	21470	UREA + 19:19:19	149	2.11
Gorane	2024	28.7	70.8	Medium Black Soil	7.807066362	Cotton	Kafik	263.2	22.9	454	549.1	1709	DAP	149	2.11
Gorane	2024	18.8	47.3	Medium Black Soil	7.957497817	Gram (Chickpea)	Rabi	263.2	22.9	454	0	1232	12:32:16	94	2.11
Dhavali Vihir (Pr. Ner)	2024	33.3	30.5	Light Black Soil	7.670215489	Summer Maize	Summer	283.8	13.8	426.5	0	2944	DAP	254	4.22
Dhavali Vihir (Pr. Ner)	2024	29.5	70.1	Light Black Soil	7.347581003	Maize	Kafik	283.8	13.8	426.5	558.7	3183	DAP	254	4.22
Dhavali Vihir (Pr. Ner)	2024	19.5	46.5	Light Black Soil	7.489788353	Gram (Chickpea)	Rabi	283.8	13.8	426.5	0	1465	DAP	144	4.22
Chilane	2024	33.2	30.9	Medium Black Soil	7.767609031	Summer Maize	Summer	192.1	22.6	418.5	0	3451	DAP	206	3.99
Chilane	2024	29.3	72.5	Medium Black Soil	7.520957367	Soybean	Kafik	192.1	22.6	418.5	539.9	1690	DAP	288	3.99
Chilane	2024	18.8	50.6	Medium Black Soil	7.519353411	Rabi Jowar	Rabi	192.1	22.6	418.5	0	3163	12:32:16	96	3.99
Chhadwel (Pimpalner)	2024	34.7	37.3	Light Black Soil	7.865357635	Summer Maize	Summer	255.3	19.8	253.2	0	2821	DAP	221	1.74
Chhadwel (Pimpalner)	2024	28.5	71.3	Light Black Soil	7.418456648	Bajra (Millet)	Kafik	255.3	19.8	253.2	555.6	2465	DAP	166	1.74
Chhadwel (Pimpalner)	2024	18.1	48	Light Black Soil	7.614463013	Gram (Chickpea)	Rabi	255.3	19.8	253.2	0	1593	DAP	111	1.74
Vikhurle	2024	33.5	34.6	Medium Black Soil	7.738980459	Summer Maize	Summer	209	24.8	481.2	0	2791	DAP	194	1.84
Vikhurle	2024	29.4	77	Medium Black Soil	8.252543396	Cotton	Kafik	209	24.8	481.2	556.7	1625	DAP	139	1.84
Vikhurle	2024	18.6	48.8	Medium Black Soil	7.707437407	Wheat	Rabi	209	24.8	481.2	0	4053	DAP	194	1.84
Umbharkhandwa	2024	33.4	37.9	Light Black Soil	7.54372545	Onion	Summer	108.6	12.5	239.5	0	23492	UREA + 19:19:19	297	2.48
Umbharkhandwa	2024	28.1	77	Light Black Soil	7.8981842	Maize	Kafik	108.6	12.5	239.5	536.5	3235	DAP	286	2.48
Umbharkhandwa	2024	19.6	52.8	Light Black Soil	7.873546853	Gram (Chickpea)	Rabi	108.6	12.5	239.5	0	1096	DAP	151	2.48
Bhilane	2024	33.5	33.7	Medium Black Soil	7.648881134	Onion	Summer	245.2	22.3	264.1	0	26824	UREA + 19:19:19	152	2.94
Bhilane	2024	29.2	72.7	Medium Black Soil	8.142114648	Tur (Red Gram)	Kafik	245.2	22.3	264.1	552.6	1382	DAP	152	2.94
Bhilane	2024	18.7	47	Medium Black Soil	7.866549509	Gram (Chickpea)	Rabi	245.2	22.3	264.1	0	1116	12:32:16	97	2.94
Parsole	2024	33.9	30.4	Medium Black Soil	7.886375098	Onion	Summer	201.2	22.6	419.8	0	26054	UREA + 19:19:19	151	3.47
Parsole	2024	29.6	70.8	Medium Black Soil	7.606783978	Soybean	Kafik	201.2	22.6	419.8	560.9	1593	DAP	288	3.47
Parsole	2024	19	48.1	Medium Black Soil	7.564481211	Wheat	Rabi	201.2	22.6	419.8	0	3337	DAP	206	3.47
Nirgudi	2024	34.2	39.6	Medium Black Soil	8.082351446	Onion	Summer	208.4	18.9	352.5	0	20974	UREA + 19:19:19	171	2.48
Nirgudi	2024	29.3	70.4	Medium Black Soil	7.897168922	Soybean	Kafik	208.4	18.9	352.5	550	1518	DAP	309	2.48
Nirgudi	2024	18.9	50.1	Medium Black Soil	7.849480562	Rabi Jowar	Rabi	208.4	18.9	352.5	0	2574	DAP	116	2.48
Zhirave	2024	34.1	36.8	Medium Black Soil	8.083606583	Onion	Summer	159.5	18.5	406.7	0	21062	UREA + 19:19:19	173	2.85
Zhirave	2024	28.6	71.3	Medium Black Soil	8.112410319	Soybean	Kafik	159.5	18.5	406.7	530.5	2129	DAP	311	2.85
Zhirave	2024	18.8	54.6	Medium Black Soil	7.627126534	Rabi Jowar	Rabi	159.5	18.5	406.7	0	2247	DAP	118	2.85
Hispur	2024	33.4	39	Medium Black Soil	7.98818012	Onion	Summer	274.7	19.5	428.3	0	24845	UREA + 19:19:19	168	3.99
Hispur	2024	29.1	74.6	Medium Black Soil	7.608283266	Soybean	Kafik	274.7	19.5	428.3	530.4	1499	DAP	305	3.99
Hispur	2024	19.8	49.6	Medium Black Soil	8.101100069	Gram (Chickpea)	Rabi	274.7	19.5	428.3	0	1277	DAP	113	3.99
Langhane	2024	34.4	34	Medium Black Soil	8.025564125	Summer Maize	Summer	132	16.9	202.8	0	3745	DAP	237	1.15
Langhane	2024	29.8	76.9	Medium Black Soil	8.265291697	Cotton	Kafik	132	16.9	202.8	544.3	1675	DAP	182	1.15
Langhane	2024	19.4	48.3	Medium Black Soil	7.555166413	Wheat	Rabi	132	16.9	202.8	0	4171	DAP	237	1.15
Vasmane	2024	34.5	36.4	Medium Black Soil	7.545643777	Summer Maize	Summer	149.3	20.9	497.5	0	2823	DAP	215	2.01
Vasmane	2024	28.5	71.6	Medium Black Soil	7.72574966	Soybean	Kafik	149.3	20.9	497.5	567	1993	DAP	298	2.01
Vasmane	2024	19.6	54.6	Medium Black Soil	7.709364547	Gram (Chickpea)	Rabi	149.3	20.9	497.5	0	1430	12:32:16	105	2.01
Kodade	2024	33.9	35.9	Medium Black Soil	7.697583039	Summer Maize	Summer	119.8	16	440	0	3692	DAP	242	3.85
Kodade	2024	29.7	74.6	Medium Black Soil	8.225003664	Soybean	Kafik	119.8	16	440	539.1	1843	DAP	324	3.85
Kodade	2024	19.9	50.8	Medium Black Soil	7.69963696	Wheat	Rabi	119.8	16	440	0	3550	DAP	242	3.85
Valkheda	2024	34.6	39.1	Medium Black Soil	7.717559781	Onion	Summer	140.8	18.3	419.9	0	22076	UREA + 19:19:19	195	4.58
Valkheda	2024	29.6	71.6	Medium Black Soil	8.10751861	Cotton	Kafik	140.8	18.3	419.9	555.4	1680	DAP	174	4.58
Valkheda	2024	19.3	49	Medium Black Soil	7.859791874	Gram (Chickpea)	Rabi	140.8	18.3	419.9	0	1667	DAP	119	4.58
Sonsheku	2024	33.1	34.2	Medium Black Soil	8.121368446	Summer Maize	Summer	223.2	12.8	306.6	0	2980	DAP	260	3.05
Sonsheku	2024	28.5	78.5	Medium Black Soil	7.552292926	Tur (Red Gram)	Kafik	223.2	12.8	306.6	538.9	1418	DAP	205	3.05
